Gene_ID,Ex.Control_1,Ex.Control_2,Ex.Control_3,Ex.KO_1,Ex.KO_2,Ex.KO_3,In.Control_1,In.Control_2,In.Control_3,In.KO_1,In.KO_2,In.KO_3
ENSMUSG00000039154,12,18.433214,28.631428,116.72988,75.384094,177.70593,10,16,15,20,22,32
ENSMUSG00000052143,5.368697,19.876955,26.539616,50.913643,50.75973,77.5372,32,95,53,68,47,64
ENSMUSG00000027222,743.75995,701.9237,746.33374,1244.0928,1219.6844,1602.1732,128,125,99,50,70,74
ENSMUSG00000079173,676.8216,522.7413,734.405,1041.9575,842.64014,1466.6084,63,50,61,42,15,32
ENSMUSG00000028111,34.3344,58.57865,58.223675,117.4293,119.61747,105.28296,54,37,93,28,37,58
ENSMUSG00000043510,342.43768,321.121,310.76184,717.5505,649.76355,836.8822,66,70,32,36,46,33
ENSMUSG00000045211,500.54895,492.71155,640.67596,1496.7747,1170.6421,1803.1499,20,30,30,27,16,20
ENSMUSG00000079262,1209.2946,1284.1368,1037.5618,2373.525,2458.2168,2126.5852,4644,6149,6612,3577,4034,2336
ENSMUSG00000027782,1746.5614,2417.669,2305.0762,3180.326,3396.264,4101.4727,324,291,366,159,172,155
ENSMUSG00000042487,1634.2804,1302.3851,1560.5906,3587.7139,2716.5137,4747.0933,108,160,335,159,113,131
ENSMUSG00000037148,43.499985,81.29706,90.22304,424.8635,264.88687,444.9319,28,86,68,85,83,105
ENSMUSG00000039130,228.23648,295.58444,286.81107,664.7506,594.89734,990.94226,60,78,101,45,76,70
ENSMUSG00000079502,22.039736,48.116207,12,101.784775,66.045334,111.25424,262,336,404,308,241,424
ENSMUSG00000094282,17.328077,22.932539,28.059484,96.9305,56.768734,75.12403,51,54,63,89,32,49
ENSMUSG00000025066,2117.7363,1900.7202,2190.8257,3807.445,3301.4626,4468.868,36,29,37,20,22,15
ENSMUSG00000033569,387.08337,609.7416,569.0455,1633.5685,1324.5411,1452.1304,546,864,731,555,593,646
ENSMUSG00000044667,469.00003,736.79724,658.24664,3072.403,2247.861,3494.6682,36,61,94,91,102,66
ENSMUSG00000021773,236.59254,194.3293,212.94958,284.3329,298.53903,259.36636,23,17,21,7,8,9
ENSMUSG00000066800,126.75069,207.66,209.93166,666.5774,484.65952,678.3313,101,159,187,166,130,146
ENSMUSG00000049422,1699.4406,1774.9161,1932.1683,2536.0183,2719.8794,2354.8335,33,21,19,18,13,2
ENSMUSG00000033628,1223.5626,1615.8391,1794.0336,3512.9712,2993.434,4391.5117,165,439,575,285,257,233
ENSMUSG00000026489,931.23865,859.97076,836.8462,2131.8728,1542.0671,2141.4187,76,86,135,73,57,60
ENSMUSG00000002279,722.7725,1050.298,1379.6475,2746.6624,2049.0579,3170.7695,427,542,545,440,425,304
ENSMUSG00000031595,405.97922,381.5042,475.58868,1883.721,1530.9459,3346.7124,290,434,420,624,495,656
ENSMUSG00000062300,599.2057,591.3419,1009.51086,1858.4014,1813.4406,4207.3633,108,138,261,171,131,218
ENSMUSG00000042761,61.30803,32.31466,40.1824,258.0002,225.39545,352.63663,20,35,50,80,48,55
ENSMUSG00000071679,24,19.279999,22,95.50738,89.44371,91,68,115,92,144,85,113
ENSMUSG00000042784,196.62085,321.7248,311.6722,295.27164,653.4099,1235.0145,17,23,25,10,19,21
ENSMUSG00000037049,3138.613,3436.5137,3893.799,4652.641,4583.548,6255.037,30,48,21,8,12,24
ENSMUSG00000031934,214.93335,286.06784,355.01178,1029.7152,925.31934,1609.1833,20,50,58,62,42,49
ENSMUSG00000028643,161.88222,180.36104,154.22052,321.4516,308.10236,338.0126,30,46,36,23,30,12
ENSMUSG00000008489,64,86.00001,75.49831,54,83.99999,38,23,24,24,3,10,4
ENSMUSG00000033965,34,86,133.43045,328.76154,234.10596,309.58716,18,64,50,57,39,40
ENSMUSG00000021928,411.7344,476.9988,506.33423,1302.701,1168.9358,1703.3257,55,72,74,61,65,54
ENSMUSG00000054065,440.65335,407.22223,563.62506,1387.9238,1165.122,1947.3444,56,85,52,53,55,77
ENSMUSG00000000365,7.435484,14.373334,20.695364,54.448788,64.00463,59.964493,32,28,28,30,44,43
ENSMUSG00000031355,206.19681,240.8398,239.49098,815.7987,675.32196,853.1071,229,406,376,377,309,334
ENSMUSG00000035910,964.61346,805.50775,776.2823,4306.081,2403.7065,4222.133,278,287,228,501,266,280
ENSMUSG00000030600,294.51306,329.17935,311.0058,589.8606,444.75,764.1018,26,29,26,14,12,21
ENSMUSG00000031635,8.7351,40.839176,38.481094,1195.298,931.4153,1801.9064,2,17,33,204,148,309
ENSMUSG00000018507,49.99329,57.33585,93.97084,546.7871,340.94025,800.4664,17,29,42,92,27,98
ENSMUSG00000026098,109.44849,181.03865,146.17438,314.8318,414.15552,454.16058,43,138,155,104,94,63
ENSMUSG00000022614,911.10944,1257.6085,1369.0616,1951.875,1659.0079,2648.834,39,63,69,18,27,45
ENSMUSG00000062488,187,452.46143,760.0066,1890.4424,2618.577,8509.626,5,23,38,26,56,92
ENSMUSG00000023043,5558.0776,5975.124,8655.346,14786.539,13493.038,24463.729,171,176,271,144,176,171
ENSMUSG00000038156,20.092258,121.25001,81.35007,356.9312,201.45404,248.37602,36,106,84,79,80,91
ENSMUSG00000044864,955.31995,1698.0234,2228.501,3900.9587,3403.6797,5777.002,35,97,152,48,81,91
ENSMUSG00000037032,2400.0898,2400.4224,2730.4954,4833.281,3887.24,5586.8096,407,414,410,239,260,231
ENSMUSG00000041845,35.926544,34.823593,73.52978,205.18192,216.25552,467.14667,10,17,17,24,32,26
ENSMUSG00000092286,425.33688,502.1488,392.05484,2019.4409,1706.4281,1710.9814,180,294,187,320,299,218
ENSMUSG00000046410,34,62,34,116,92,127.720085,8,14,0,2,10,6
ENSMUSG00000020178,267.35345,332,508.62616,999.71356,917.4241,1691.5669,28,56,212,87,84,99
ENSMUSG00000032358,70.78789,130.46503,178.94333,156.11432,214.87866,216.20433,18,62,56,8,22,32
ENSMUSG00000001334,114,104,111.96947,331.23843,335.94983,705.1546,16,2,4,16,2,14
ENSMUSG00000004947,734.9946,729.39685,853.9429,1103.8423,989.1203,1397.3774,149,281,247,81,130,93
ENSMUSG00000064307,189.93484,225.85284,224.5653,397.07504,305.3832,442.26074,454,463,524,288,286,232
ENSMUSG00000052353,55.923664,115.99998,101,369.51315,274.17407,550.2718,20,50,29,50,37,44
ENSMUSG00000002227,879.7781,1098.5604,1132.0852,3700.477,3043.1104,4757.2983,291,343,318,372,362,363
ENSMUSG00000023232,112.611244,175.99348,256.86133,930.1752,686.5491,1676.2853,10,62,53,64,54,98
ENSMUSG00000029073,411.1298,576.8085,619.4346,678.8445,713.6159,1114.2847,16,6,23,12,2,8
ENSMUSG00000020646,1658.7738,1957.7677,2235.7913,3559.5247,3235.4927,4195.8584,614,1042,1112,646,496,432
ENSMUSG00000001166,139.81186,120.783356,176.04039,383.19843,362.0838,479.2635,69,70,94,52,75,75
ENSMUSG00000035258,2.5023146,30,24.369232,91.27154,80.046196,52.606667,18,12,20,18,28,20
ENSMUSG00000034958,35.862064,33.920727,46.343548,163.59462,120.43824,338.85724,11,45,6,26,28,44
ENSMUSG00000042750,8301.512,6231.2188,7160.9136,14463.546,12103.783,18236.44,89,49,61,43,39,51
ENSMUSG00000028576,1269.5892,1060.4436,1172.4712,2848.4158,2822.2666,3407.17,227,289,280,198,211,223
ENSMUSG00000062591,774.0002,636.0003,969.72986,2838.4734,1955.3718,3735.485,26,24,40,27,32,40
ENSMUSG00000002257,92.02263,100.085075,100.23403,577.19763,430.34543,738.8124,53,80,60,140,104,111
ENSMUSG00000020486,68.15114,71.21739,69.094444,290.7809,166.00475,245.25041,50,41,31,48,36,50
ENSMUSG00000032180,251.09715,255.45949,262.3253,339.7004,365.20633,425.49344,20,20,34,11,3,19
ENSMUSG00000051000,495.7029,734.8926,712.9843,1586.3878,1379.4799,1732.1581,301,395,348,243,308,250
ENSMUSG00000020638,1353.112,1508.9136,1771.213,3372.4683,4882.71,8243.205,110,194,289,100,143,372
ENSMUSG00000004791,336.62506,263.60822,418.97253,994.18506,706.20624,1221.2749,39,48,35,28,59,24
ENSMUSG00000037921,391.84314,857.3182,1310.9127,2393.2783,3663.067,4801.263,149,497,765,433,472,863
ENSMUSG00000029798,446.3307,735.61993,1199.6282,2213.8123,2994.12,5686.939,158,340,604,335,481,679
ENSMUSG00000003849,206.52557,224.78741,230.45424,1079.088,988.11206,577.3829,57,36,32,94,51,28
ENSMUSG00000049580,156.94702,222.59236,204.91391,502.6297,341.54703,623.7099,12,37,26,15,8,33
ENSMUSG00000021118,32.970955,24,43.96688,111,97.026665,186.37236,11,10,17,8,19,19
ENSMUSG00000029999,278.72217,302.532,316.54422,1127.0575,806.9511,1241.559,18,25,26,34,24,18
ENSMUSG00000029145,1150.4961,992.28406,1187.373,2341.7014,1940.7969,3012.3499,135,163,176,97,94,131
ENSMUSG00000063873,14.596026,18.85117,28.96014,678.87134,393.86212,650.79834,24,25,56,299,251,352
ENSMUSG00000038916,812.38617,1014.94574,1046.4944,2486.9846,1942.2601,2883.0205,95,170,162,131,102,102
ENSMUSG00000074896,350.4933,985.24225,1926.4869,5582.5713,7789.2056,22648.818,13,39,90,56,137,268
ENSMUSG00000024187,3764.8435,4764.0225,4497.878,13822.696,9880.829,16358.909,670,1209,985,1173,791,769
ENSMUSG00000035187,13395.729,12046.146,13188.588,13484.057,11493.1875,11298.338,610,518,513,177,213,120
ENSMUSG00000015947,36.033115,50.298016,71.55452,109.35764,102.37083,183.99994,10,16,6,14,6,6
ENSMUSG00000022426,1478.0952,1657.9434,1906.904,1401.312,1675.6481,1569.201,51,64,153,22,30,23
ENSMUSG00000033256,79.89337,58.265106,83.94969,133.42393,168.59323,209.55995,48,54,36,31,27,44
ENSMUSG00000027699,40.89095,118.337715,70.15894,122.99999,155.18547,150.38922,9,14,20,4,9,12
ENSMUSG00000026175,2871.8093,3442.3184,3743.8894,9505.174,7758.6084,12090.243,359,547,461,465,399,395
ENSMUSG00000070287,1868.7894,2125.0017,2116.1477,3007.4578,3417.5676,4870.6177,112,155,109,56,94,71
ENSMUSG00000028607,2445.965,2529.592,2712.1262,7013.7793,5529.269,9307.319,176,254,253,147,206,250
ENSMUSG00000039539,83.89272,123.0909,63.48446,127.827805,149.88,86.25168,720,975,564,489,304,208
ENSMUSG00000018217,234.65143,243.98526,354.9295,526.1562,483.5325,811.1542,18,12,40,13,21,14
ENSMUSG00000017830,352.91318,550.08856,1040.2881,2199.96,2573.1702,5726.9805,60,91,189,89,135,338
ENSMUSG00000027863,0,25.999998,14.147873,347.69928,144.26086,391.99997,0,10,2,58,22,4
ENSMUSG00000028351,14,32,40,223.99998,200,355.22107,2,12,6,16,18,23
ENSMUSG00000032091,1238.4711,1543.4752,1841.4427,2864.0017,3057.9905,4142.4355,408,751,857,412,518,433
ENSMUSG00000054582,102.48609,63.600082,90.177536,334.85202,211.54926,439.09802,49,59,177,93,90,139
ENSMUSG00000051256,1880.3711,1893.1514,1999.472,2715.1116,2773.2476,3314.0225,46,63,36,25,33,14
ENSMUSG00000030246,465.80637,471.14056,375.79712,942.3524,838.8716,874.2572,292,345,421,231,262,186
ENSMUSG00000028860,839.1376,936.5698,1100.0614,1996.7382,1835.5485,2342.3352,105,158,199,67,120,124
ENSMUSG00000056671,52.928326,92.372444,192.38538,166.07674,115.893616,486.41125,26,74,115,47,35,66
ENSMUSG00000019872,1179.4692,1200.0686,991.2442,3499.2769,3635.311,4972.5454,113,208,273,223,192,230
ENSMUSG00000021069,191.28044,209.60887,356.59988,752.09814,588.6439,967.57104,53,55,58,70,56,42
ENSMUSG00000010517,2296.454,2284.4624,2949.255,3921.3499,4149.0693,4904.242,571,939,970,497,430,422
ENSMUSG00000021234,203.01726,316.45584,254.68442,425.6194,427.68182,434.95566,35,62,23,26,32,8
ENSMUSG00000031382,183.56818,166.70197,95.516556,464.18878,453.45108,557.7285,65,121,61,106,91,58
ENSMUSG00000006736,2191.8115,2559.8894,3008.6255,3248.8179,3512.9685,4488.3696,118,148,100,60,53,62
ENSMUSG00000036352,718.4548,661.2492,796.2967,1207.3591,1297.4447,1455.8788,322,429,315,248,218,168
ENSMUSG00000025963,23.02556,24,32.77805,124.15234,62.1,145.99997,18,18,20,16,36,24
ENSMUSG00000009092,59.39903,204.52654,126.786606,319.222,159.4524,167.92891,26,98,62,50,28,20
ENSMUSG00000005251,1614.2711,1933.8564,2285.0054,3522.1875,3258.2104,5160.916,103,178,244,88,172,75
ENSMUSG00000044716,161.146,123.584595,98.71429,594.67035,405.51144,400.28348,60,76,58,109,73,47
ENSMUSG00000041598,436.92413,512.1115,553.7417,965.0134,947.2392,1254.1957,27,60,59,26,53,17
ENSMUSG00000030287,1131.5214,1591.0603,1373.563,6285.246,3989.1094,4930.2495,501,834,798,1021,765,758
ENSMUSG00000026587,28.947018,56,38,239.1835,167.77402,273.37903,17,24,12,41,18,38
ENSMUSG00000019312,1755.9364,1845.9333,1844.5404,3800.19,3395.5972,4831.4185,94,159,163,83,99,106
ENSMUSG00000001700,5016.5493,5697.57,5381.138,9935.574,10686.282,14571.9375,1009,1585,1463,1092,902,827
ENSMUSG00000027076,316.93176,256.6171,312.77618,482.53925,541.4998,668.1397,25,10,32,18,7,17
ENSMUSG00000004270,2683.7803,3144.0527,3727.5422,5832.461,4979.966,7453.531,362,685,537,374,354,242
ENSMUSG00000031971,183.01248,235.09831,249.42203,372.89276,306.53235,327.08224,61,52,135,46,24,50
ENSMUSG00000071648,504.22452,355.92203,364.209,1266.6361,907.18463,1688.4156,6,10,19,4,12,17
ENSMUSG00000061603,301.43732,554.35333,507.78323,2118.0122,2014.3345,2284.7305,111,172,153,262,203,209
ENSMUSG00000068037,38.845417,31.778637,52.356823,187.20433,137.81561,191.59544,105,145,137,154,191,184
ENSMUSG00000045751,46.197376,117.45933,126.52704,167.1761,166.97478,198.05922,59,142,163,97,66,51
ENSMUSG00000001829,923.60156,1384.5698,1586.7196,1923.9409,1806.563,2521.241,89,182,143,96,65,54
ENSMUSG00000040490,10,18,8,116.85431,96,159.33858,30,38,28,118,90,114
ENSMUSG00000015766,2537.7312,3421.1672,3704.0232,4783.4204,4632.2666,5394.176,368,640,723,358,298,198
ENSMUSG00000031486,63.45577,212.55609,220.28844,345.8661,227.49553,180.46935,62,112,116,44,75,30
ENSMUSG00000033430,981.42456,1157.9539,1222.096,2217.5254,1868.5898,2636.4211,90,148,208,102,98,82
ENSMUSG00000003354,26.000004,34.30667,25.451052,176.25166,88,194.55841,14,4,16,40,2,20
ENSMUSG00000043719,3783.6482,4651.508,4964.1333,9310.622,6674.907,8060.3,649,919,830,608,474,346
ENSMUSG00000029163,2786.513,3915.1785,5017.6777,4925.0923,4460.568,6353.0845,102,164,214,52,86,70
ENSMUSG00000032899,102.62594,120.085815,167.83302,479.5238,512.73315,945.9783,36,136,144,166,123,188
ENSMUSG00000067148,958.4152,933.7941,924.32184,1831.9989,1754.8462,2521.392,86,67,127,76,63,59
ENSMUSG00000041429,70.09733,54.126972,44.775627,235.2067,174.70216,289.57645,41,34,48,59,60,46
ENSMUSG00000064036,2,2.3245032,1.2709492,69.24476,48.78847,87.6188,0,6,4,61,20,31
ENSMUSG00000039781,725.3019,798.35864,695.29285,1610.8932,1228.8455,1933.8656,148,200,153,107,120,126
ENSMUSG00000022466,588.6832,542.48596,756.7503,1125.4835,987.88165,1478.5704,134,179,156,69,121,104
ENSMUSG00000049792,1372.0333,1311.0488,1647.3944,1696.1125,1569.0085,1981.0615,19,17,27,10,8,7
ENSMUSG00000039497,192,268.78293,260.78894,1701.8917,1109.4631,1726.2928,10,27,20,30,41,44
ENSMUSG00000025207,121.87106,114.594765,144.66617,599.4771,397.36615,1051.3197,29,28,52,52,55,80
ENSMUSG00000031981,98.95936,57.19333,75.51927,137.96242,154.49338,121.053406,47,59,63,24,55,19
ENSMUSG00000028466,2877.6482,3010.3667,3529.4214,9530.04,9134.405,14325.311,63,46,90,76,57,97
ENSMUSG00000031342,30,30.523285,47.47267,132.63235,98.912704,135.05692,36,44,61,64,53,41
ENSMUSG00000013921,1489.896,2014.1503,2235.8953,5911.009,4369.071,6514.544,66,156,206,137,98,158
ENSMUSG00000052776,162.75262,344.42828,645.4875,1436.2953,1881.0933,4181.803,80,209,308,208,344,665
ENSMUSG00000038446,915.2535,1204.403,1288.4741,2006.1096,2050.5273,2341.8643,159,326,403,186,184,161
ENSMUSG00000037740,1252.5095,1004.1387,1101.9388,1370.2185,1379.0645,1765.265,24,14,14,4,12,8
ENSMUSG00000025869,612.75946,505.5638,699.7321,908.2557,745.758,1133.6464,29,49,62,10,39,19
ENSMUSG00000055200,208.23427,298.6629,235.14713,333.00806,362.87418,360.2384,39,38,22,21,10,18
ENSMUSG00000039328,132.63547,118.77728,104,509.9354,392.55634,615.93384,22,38,42,50,48,40
ENSMUSG00000044156,8198.211,8959.285,9451.476,18407.695,18110.543,22903.324,1892,2655,2709,1816,1947,1567
ENSMUSG00000026799,588.5242,540.75336,719.42755,1152.4456,1141.429,1619.6339,592,1103,1469,807,588,721
ENSMUSG00000044017,55.980133,133.411,106,274.8197,252.63464,263.99997,5397,4732,5778,4222,5696,5045
ENSMUSG00000037606,1378.4634,1866.4504,1929.6246,3244.5984,2799.3992,3260.2417,330,540,556,320,345,184
ENSMUSG00000057132,34.667336,51.6439,47.34833,200.06697,103.35615,171.24666,904,974,1137,1150,1128,1350
ENSMUSG00000028954,2888.1526,3193.6118,3457.0571,7170.6895,6384.7617,9211.43,305,357,493,301,306,300
ENSMUSG00000042567,46.43228,113.120316,70.23145,104.7087,131.79495,81.51458,208,301,258,155,127,82
ENSMUSG00000020100,274.80087,518.7349,574.28906,1342.5632,1052.9956,1527.1381,42,35,39,28,52,37
ENSMUSG00000039063,205.46811,217.36655,160.18088,690.23785,471.07416,725.09033,79,95,92,100,65,119
ENSMUSG00000032010,196.69759,189.73332,228.7285,417.50253,357.27588,435.20306,65,82,126,53,71,52
ENSMUSG00000029580,19185.275,19020.625,26108.592,35723.28,28689.62,43376.027,52,25,79,29,34,26
ENSMUSG00000015474,342.1851,310.8346,307.71887,1001.9639,831.5681,1541.4868,127,138,119,156,157,138
ENSMUSG00000029167,118,112,63.999996,296.66168,277,149.6159,34,30,20,32,22,18
ENSMUSG00000037190,372.04636,387.52106,463.46582,830.7072,698.01324,1046.309,32,9,10,19,8,14
ENSMUSG00000032540,631.84424,718.60565,847.63116,1368.642,1422.5009,1713.8348,44,91,105,48,50,61
ENSMUSG00000003269,2302.864,2324.0845,2880.103,4108.523,3951.756,5006.0195,143,150,184,81,105,95
ENSMUSG00000078920,27.223526,86.54964,115.098404,184.12402,357.21704,608.9734,6,8,26,13,31,22
ENSMUSG00000032417,181.33026,120.79068,104,231.40295,221.52917,304.06888,24,6,10,11,10,6
ENSMUSG00000039865,2325.761,2988.5413,3310.2373,6038.8135,5232.7646,7551.0933,983,1383,1551,1098,966,802
ENSMUSG00000022179,279.75708,304.19806,291.37933,433.46353,363.4315,565.7167,56,136,135,50,65,47
ENSMUSG00000047557,377.7092,391.04208,524.664,1012.1656,904.8948,1312.3618,14,91,43,22,36,57
ENSMUSG00000038718,1310.4045,1598.4657,1618.1044,2510.0332,2177.2988,2297.1953,788,1146,1203,571,582,474
ENSMUSG00000041781,1192.8242,1483.9575,1559.9171,2277.1604,2167.7266,2955.033,51,66,53,35,32,34
ENSMUSG00000043336,82,154,184.24503,422,276.7947,352,7848,3299,4155,6415,4568,3967
ENSMUSG00000022468,22.000002,27.258331,17.999998,695.4758,469.86005,1956.0399,0,3,4,19,27,58
ENSMUSG00000002885,273.05325,374.67294,466.72107,1177.978,734.4733,1486.2958,113,121,178,169,118,139
ENSMUSG00000021385,726.4818,939.8113,877.705,1503.5092,1458.8303,2138.2888,118,173,187,110,101,107
ENSMUSG00000018697,609.16754,563.1568,704.5621,1356.9086,1116.7443,1554.4424,574,879,987,654,599,480
ENSMUSG00000027428,440.2403,481.2352,388.97928,1038.7189,1035.4553,1258.7325,61,105,60,51,83,58
ENSMUSG00000078954,88.25369,139.30397,178.34865,242.43523,362.0976,781.3584,33,73,150,47,63,161
ENSMUSG00000001156,959.48016,1298.3168,1594.9642,1480.3462,1592.7377,1452.4159,55,132,302,55,70,57
ENSMUSG00000074207,5429.377,4252.495,4910.7515,9905.916,7943.3037,9369.563,395,472,357,245,341,198
ENSMUSG00000035158,179.01346,284.8462,345.8142,539.8641,346.95584,475.96625,222,394,298,221,197,112
ENSMUSG00000054477,60.825474,111.97509,90.68938,282.4874,241.71338,353.81888,134,138,174,161,192,158
ENSMUSG00000020087,883.0707,913.28107,1058.6924,1489.8467,1377.9994,1669.1827,187,230,218,114,131,100
ENSMUSG00000038776,913.42554,1236.6589,1531.0438,4248.0537,2933.47,5270.444,127,327,462,354,311,327
ENSMUSG00000039357,387.27206,687.19073,638.58386,1139.6349,1189.4205,1643.3242,22,46,28,22,28,25
ENSMUSG00000027722,644.99347,635.3275,925.65063,1278.6194,1096.534,1666.1598,260,462,449,271,245,198
ENSMUSG00000030347,1082.7847,1138.3422,1200.7595,2041.7404,2093.7637,2185.4878,201,306,390,139,187,220
ENSMUSG00000028125,33.5126,51.515526,41.46914,91.0686,85.91974,120.110634,30,69,75,51,51,31
ENSMUSG00000056310,707.9207,774.14795,978.9119,1816.8169,1409.8881,2207.3464,108,180,204,120,104,136
ENSMUSG00000006335,352.34415,339.14105,442.03265,879.295,699.7416,1111.7351,151,208,178,127,141,164
ENSMUSG00000025425,1378.4446,2165.881,2430.4973,2191.9976,2350.2969,3226.835,278,409,506,209,198,118
ENSMUSG00000078853,398.4832,536.3559,775.1901,1656.279,2077.7395,3885.3477,32,95,86,118,74,116
ENSMUSG00000037681,127.371155,116.10365,109.22681,320.95264,287.1033,415.86575,40,77,87,65,57,69
ENSMUSG00000039616,60.880005,102.86561,137.81233,286.89948,321.64322,450.33826,18,48,99,48,83,55
ENSMUSG00000042747,3936.798,4186.7524,4948.846,4352.4883,4965.691,6061.57,183,185,135,79,69,62
ENSMUSG00000020593,1634.7682,2508.2979,2269.7942,5897.701,4258.298,5665.0947,117,255,347,269,188,124
ENSMUSG00000033233,181.08836,161.28473,239.57437,335.3867,256,468.3834,30,28,24,12,12,28
ENSMUSG00000025931,154,268.2633,316.60925,820.1753,611.266,931.78455,26,29,31,53,19,25
ENSMUSG00000025921,405.6978,532.96277,693.4866,878.8058,762.2322,1262.7539,78,255,197,68,128,110
ENSMUSG00000017288,1782.2684,1967.5305,2328.5288,4257.481,3623.1482,5209.0537,687,1066,921,689,661,605
ENSMUSG00000044149,354.3932,412.3238,481.55142,555.3591,513.3471,688.08527,12,38,26,12,13,10
ENSMUSG00000050315,64.99102,148,172,301,220,306.25,32,40,74,46,36,26
ENSMUSG00000022554,313.15936,286.53247,330.90506,307.66202,356.70605,393.28738,16,6,30,4,13,3
ENSMUSG00000039629,84.15823,193.74806,204.11467,378.28668,402.71063,366.00006,28,70,52,68,37,18
ENSMUSG00000042050,235.55661,312.48016,327.2513,956.66046,633.3646,878.579,88,131,138,111,135,98
ENSMUSG00000026986,113.999985,98.10887,89.999985,986.7839,787,1073.4938,8,35,8,62,40,55
ENSMUSG00000001751,1333.1056,1765.6292,1713.4241,4262.918,3406.257,4689.838,106,148,90,85,114,110
ENSMUSG00000003070,260.4702,233.47798,264.43045,533.1277,430.6667,615.9819,14,34,22,10,19,19
ENSMUSG00000036381,82.76017,97.69956,74.31126,133.72646,148.01445,169.4133,52,88,66,52,38,33
